University of Stuttgart - IFT;time [s];force unfiltered [kN];force filtered [kN];drop no.;displacement [mm]
;1,26900;0,16511;0,22126;0,00000;0,00000
;1,26950;0,16704;0,21532;0,00000;0,00000
;1,27000;0,15935;0,20928;0,00000;0,00000
;1,27050;0,09656;0,20323;0,00000;0,00000
;1,27100;0,12603;0,19718;0,00000;0,00000
;1,27150;0,12091;0,19111;0,00000;0,00000
;1,27200;0,19138;0,18507;0,00000;0,00000
;1,27250;0,09464;0,17916;0,00000;0,00000
;1,27300;0,16896;0,17346;0,00000;0,00000
;1,27350;0,04530;0,16801;0,00000;0,00000
;1,27400;0,11898;0,16275;0,00000;0,00000
;1,27450;0,10233;0,15763;0,00000;0,00000
;1,27500;0,13372;0,15263;0,00000;0,00000
;1,27550;0,11834;0,14782;0,00000;0,00000
;1,27600;0,12411;0,14325;0,00000;0,00000
;1,27650;0,11001;0,13898;0,00000;0,00000
;1,27700;0,08503;0,13501;0,00000;0,00000
;1,27750;0,12475;0,13131;0,00000;0,00000
;1,27800;0,08759;0,12788;0,00000;0,00000
;1,27850;0,06517;0,12468;0,00000;0,00000
;1,27900;0,00942;0,12162;0,00000;0,00000
;1,27950;0,04082;0,11851;0,00000;0,00000
;1,28000;0,10617;0,11524;0,00000;0,00000
;1,28050;0,04274;0,11181;0,00000;0,00000
;1,28100;0,06452;0,10825;0,00000;0,00000
;1,28150;0,05107;0,10459;0,00000;0,00000
;1,28200;0,07478;0,10084;0,00000;0,00000
;1,28250;0,07990;0,09707;0,00000;0,00000
;1,28300;0,04018;0,09334;0,00000;0,00000
;1,28350;0,04594;0,08968;0,00000;0,00000
;1,28400;0,13180;0,08611;0,00000;0,00000
;1,28450;0,09400;0,08276;0,00000;0,00000
;1,28500;0,09912;0,07976;0,00000;0,00000
;1,28550;0,04787;0,07719;0,00000;0,00000
;1,28600;0,06260;0,07503;0,00000;0,00000
;1,28650;0,05043;0,07321;0,00000;0,00000
;1,28700;0,02352;0,07164;0,00000;0,00000
;1,28750;0,05299;0,07021;0,00000;0,00000
;1,28800;0,03762;0,06885;0,00000;0,00000
;1,28850;0,06645;0,06752;0,00000;0,00000
;1,28900;0,01007;0,06618;0,00000;0,00000
;1,28950;0,08054;0,06482;0,00000;0,00000
;1,29000;0,05812;0,06346;0,00000;0,00000
;1,29050;0,04915;0,06213;0,00000;0,00000
;1,29100;-0,00019;0,06084;0,00000;0,00000
;1,29150;0,08054;0,05955;0,00000;0,00000
;1,29200;0,01711;0,05823;0,00000;0,00000
;1,29250;0,14013;0,05695;0,00000;0,00000
;1,29300;0,05107;0,05579;0,00000;0,00000
;1,29350;0,07734;0,05487;0,00000;0,00000
;1,29400;0,02736;0,05421;0,00000;0,00000
;1,29450;0,08375;0,05377;0,00000;0,00000
;1,29500;0,04274;0,05352;0,00000;0,00000
;1,29550;0,09848;0,05345;0,00000;0,00000
;1,29600;0,07926;0,05358;0,00000;0,00000
;1,29650;0,09528;0,05395;0,00000;0,00000
;1,29700;0,05171;0,05459;0,00000;0,00000
;1,29750;0,09848;0,05546;0,00000;0,00000
;1,29800;-0,00916;0,05652;0,00000;0,00000
;1,29850;0,08951;0,05765;0,00000;0,00000
;1,29900;-0,05464;0,05871;0,00000;0,00000
;1,29950;0,05299;0,05954;0,00000;0,00000
;1,30000;0,01711;0,06001;0,00000;0,00000
;1,30050;0,00045;0,06008;0,00000;0,00000
;1,30100;-0,03799;0,05966;0,00000;0,00000
;1,30150;0,04274;0,05870;0,00000;0,00000
;1,30200;-0,00659;0,05718;0,00000;0,00000
;1,30250;0,03377;0,05516;0,00000;0,00000
;1,30300;-0,00916;0,05274;0,00000;0,00000
;1,30350;0,11578;0,05001;0,00000;0,00000
;1,30400;0,07285;0,04719;0,00000;0,00000
;1,30450;0,06709;0,04450;0,00000;0,00000
;1,30500;0,03505;0,04213;0,00000;0,00000
;1,30550;0,10168;0,04013;0,00000;0,00000
;1,30600;0,07478;0,03859;0,00000;0,00000
;1,30650;0,12219;0,03760;0,00000;0,00000
;1,30700;0,01199;0,03722;0,00000;0,00000
;1,30750;0,07734;0,03741;0,00000;0,00000
;1,30800;0,02993;0,03806;0,00000;0,00000
;1,30850;0,10361;0,03907;0,00000;0,00000
;1,30900;0,01968;0,04038;0,00000;0,00000
;1,30950;0,03890;0,04191;0,00000;0,00000
;1,31000;-0,00339;0,04350;0,00000;0,00000
;1,31050;-0,00916;0,04499;0,00000;0,00000
;1,31100;0,01455;0,04619;0,00000;0,00000
;1,31150;0,06260;0,04702;0,00000;0,00000
;1,31200;0,02929;0,04748;0,00000;0,00000
;1,31250;0,07798;0,04765;0,00000;0,00000
;1,31300;0,02416;0,04762;0,00000;0,00000
;1,31350;0,07990;0,04745;0,00000;0,00000
;1,31400;0,04723;0,04722;0,00000;0,00000
;1,31450;0,05812;0,04698;0,00000;0,00000
;1,31500;-0,01556;0,04675;0,00000;0,00000
;1,31550;-0,00147;0,04645;0,00000;0,00000
;1,31600;-0,01556;0,04596;0,00000;0,00000
;1,31650;0,06388;0,04519;0,00000;0,00000
;1,31700;-0,05849;0,04413;0,00000;0,00000
;1,31750;0,01263;0,04277;0,00000;0,00000
;1,31800;0,05043;0,04108;0,00000;0,00000
;1,31850;0,07734;0,03918;0,00000;0,00000
;1,31900;0,02096;0,03724;0,00000;0,00000
;1,31950;0,08118;0,03541;0,00000;0,00000
;1,32000;0,02224;0,03378;0,00000;0,00000
;1,32050;0,04658;0,03240;0,00000;0,00000
;1,32100;0,02608;0,03130;0,00000;0,00000
;1,32150;0,04082;0,03045;0,00000;0,00000
;1,32200;-0,03286;0,02980;0,00000;0,00000
;1,32250;0,01071;0,02926;0,00000;0,00000
;1,32300;-0,00659;0,02871;0,00000;0,00000
;1,32350;0,08631;0,02810;0,00000;0,00000
;1,32400;-0,02709;0,02747;0,00000;0,00000
;1,32450;0,02160;0,02685;0,00000;0,00000
;1,32500;-0,01428;0,02618;0,00000;0,00000
;1,32550;-0,02325;0,02542;0,00000;0,00000
;1,32600;-0,05272;0,02447;0,00000;0,00000
;1,32650;0,05555;0,02326;0,00000;0,00000
;1,32700;-0,00659;0,02182;0,00000;0,00000
;1,32750;-0,03478;0,02024;0,00000;0,00000
;1,32800;-0,02453;0,01849;0,00000;0,00000
;1,32850;0,01775;0,01658;0,00000;0,00000
;1,32900;0,03249;0,01455;0,00000;0,00000
;1,32950;0,00110;0,01253;0,00000;0,00000
;1,33000;-0,02902;0,01059;0,00000;0,00000
;1,33050;0,00366;0,00873;0,00000;0,00000
;1,33100;0,00366;0,00695;0,00000;0,00000
;1,33150;0,00494;0,00527;0,00000;0,00000
;1,33200;-0,02389;0,00373;0,00000;0,00000
;1,33250;-0,01941;0,00229;0,00000;0,00000
;1,33300;-0,01813;0,00094;0,00000;0,00000
;1,33350;-0,08476;-0,00041;0,00000;0,00000
;1,33400;-0,04183;-0,00184;0,00000;0,00000
;1,33450;0,01711;-0,00342;0,00000;0,00000
;1,33500;-0,05144;-0,00514;0,00000;0,00000
;1,33550;0,00750;-0,00692;0,00000;0,00000
;1,33600;-0,01172;-0,00870;0,00000;0,00000
;1,33650;-0,02581;-0,01042;0,00000;0,00000
;1,33700;-0,01172;-0,01204;0,00000;0,00000
;1,33750;-0,03542;-0,01354;0,00000;0,00000
;1,33800;0,01583;-0,01492;0,00000;0,00000
;1,33850;-0,04952;-0,01616;0,00000;0,00000
;1,33900;-0,01620;-0,01724;0,00000;0,00000
;1,33950;-0,01172;-0,01819;0,00000;0,00000
;1,34000;-0,00595;-0,01901;0,00000;0,00000
;1,34050;0,06388;-0,01964;0,00000;0,00000
;1,34100;0,03249;-0,01995;0,00000;0,00000
;1,34150;0,03185;-0,01982;0,00000;0,00000
;1,34200;0,03377;-0,01919;0,00000;0,00000
;1,34250;0,02032;-0,01805;0,00000;0,00000
;1,34300;0,04466;-0,01643;0,00000;0,00000
;1,34350;0,04402;-0,01435;0,00000;0,00000
;1,34400;-0,00403;-0,01185;0,00000;0,00000
;1,34450;0,00110;-0,00905;0,00000;0,00000
;1,34500;0,01968;-0,00608;0,00000;0,00000
;1,34550;0,01968;-0,00306;0,00000;0,00000
;1,34600;0,01839;-0,00005;0,00000;0,00000
;1,34650;-0,02453;0,00286;0,00000;0,00000
;1,34700;0,00430;0,00559;0,00000;0,00000
;1,34750;-0,03414;0,00801;0,00000;0,00000
;1,34800;0,05684;0,01007;0,00000;0,00000
;1,34850;0,01327;0,01177;0,00000;0,00000
;1,34900;0,05235;0,01321;0,00000;0,00000
;1,34950;-0,03542;0,01443;0,00000;0,00000
;1,35000;0,03185;0,01545;0,00000;0,00000
;1,35050;0,01455;0,01625;0,00000;0,00000
;1,35100;0,07542;0,01687;0,00000;0,00000
;1,35150;0,04210;0,01742;0,00000;0,00000
;1,35200;0,03697;0,01801;0,00000;0,00000
;1,35250;0,03441;0,01870;0,00000;0,00000
;1,35300;0,03826;0,01948;0,00000;0,00000
;1,35350;0,01071;0,02034;0,00000;0,00000
;1,35400;0,06773;0,02127;0,00000;0,00000
;1,35450;0,01327;0,02226;0,00000;0,00000
;1,35500;0,01968;0,02329;0,00000;0,00000
;1,35550;0,00686;0,02430;0,00000;0,00000
;1,35600;0,05171;0,02523;0,00000;0,00000
;1,35650;0,01839;0,02608;0,00000;0,00000
;1,35700;0,05299;0,02686;0,00000;0,00000
;1,35750;-0,02069;0,02756;0,00000;0,00000
;1,35800;0,04658;0,02816;0,00000;0,00000
;1,35850;0,00814;0,02862;0,00000;0,00000
;1,35900;0,09912;0,02897;0,00000;0,00000
;1,35950;0,03633;0,02929;0,00000;0,00000
;1,36000;0,05171;0,02968;0,00000;0,00000
;1,36050;0,00686;0,03015;0,00000;0,00000
;1,36100;0,03826;0,03068;0,00000;0,00000
;1,36150;-0,01300;0,03118;0,00000;0,00000
;1,36200;0,04851;0,03161;0,00000;0,00000
;1,36250;0,02032;0,03192;0,00000;0,00000
;1,36300;0,01711;0,03212;0,00000;0,00000
;1,36350;0,00942;0,03219;0,00000;0,00000
;1,36400;0,03249;0,03211;0,00000;0,00000
;1,36450;0,02352;0,03189;0,00000;0,00000
;1,36500;0,05491;0,03157;0,00000;0,00000
;1,36550;0,07157;0,03122;0,00000;0,00000
;1,36600;0,07349;0,03095;0,00000;0,00000
;1,36650;-0,00339;0,03086;0,00000;0,00000
;1,36700;0,07606;0,03095;0,00000;0,00000
;1,36750;0,06004;0,03121;0,00000;0,00000
;1,36800;0,04018;0,03167;0,00000;0,00000
;1,36850;-0,02966;0,03228;0,00000;0,00000
;1,36900;0,04338;0,03294;0,00000;0,00000
;1,36950;-0,00916;0,03353;0,00000;0,00000
;1,37000;0,01711;0,03396;0,00000;0,00000
;1,37050;0,03313;0,03419;0,00000;0,00000
;1,37100;0,03441;0,03422;0,00000;0,00000
;1,37150;0,02608;0,03410;0,00000;0,00000
;1,37200;0,02480;0,03385;0,00000;0,00000
;1,37250;-0,00851;0,03349;0,00000;0,00000
;1,37300;-0,04824;0,03295;0,00000;0,00000
;1,37350;-0,02645;0,03213;0,00000;0,00000
;1,37400;0,00878;0,03093;0,00000;0,00000
;1,37450;0,04723;0,02938;0,00000;0,00000
;1,37500;0,06709;0,02763;0,00000;0,00000
;1,37550;0,00366;0,02586;0,00000;0,00000
;1,37600;0,05620;0,02418;0,00000;0,00000
;1,37650;-0,02838;0,02266;0,00000;0,00000
;1,37700;0,03249;0,02129;0,00000;0,00000
;1,37750;0,04466;0,02006;0,00000;0,00000
;1,37800;0,01263;0,01900;0,00000;0,00000
;1,37850;-0,03030;0,01812;0,00000;0,00000
;1,37900;0,03377;0,01736;0,00000;0,00000
;1,37950;0,01199;0,01668;0,00000;0,00000
;1,38000;-0,03286;0,01605;0,00000;0,00000
;1,38050;-0,00083;0,01542;0,00000;0,00000
;1,38100;-0,02069;0,01472;0,00000;0,00000
;1,38150;0,00238;0,01391;0,00000;0,00000
;1,38200;0,02224;0,01299;0,00000;0,00000
;1,38250;-0,07963;0,01197;0,00000;0,00000
;1,38300;0,07413;0,01085;0,00000;0,00000
;1,38350;-0,03735;0,00964;0,00000;0,00000
;1,38400;0,00110;0,00840;0,00000;0,00000
;1,38450;-0,01684;0,00714;0,00000;0,00000
;1,38500;0,00174;0,00586;0,00000;0,00000
;1,38550;-0,01684;0,00457;0,00000;0,00000
;1,38600;0,02993;0,00329;0,00000;0,00000
;1,38650;-0,01556;0,00208;0,00000;0,00000
;1,38700;-0,02774;0,00096;0,00000;0,00000
;1,38750;-0,01236;-0,00010;0,00000;0,00000
;1,38800;-0,05336;-0,00115;0,00000;0,00000
;1,38850;0,01199;-0,00224;0,00000;0,00000
;1,38900;-0,03094;-0,00338;0,00000;0,00000
;1,38950;-0,00211;-0,00453;0,00000;0,00000
;1,39000;0,04787;-0,00566;0,00000;0,00000
;1,39050;-0,03158;-0,00666;0,00000;0,00000
;1,39100;-0,01428;-0,00751;0,00000;0,00000
;1,39150;0,01519;-0,00820;0,00000;0,00000
;1,39200;-0,06746;-0,00878;0,00000;0,00000
;1,39250;0,02736;-0,00927;0,00000;0,00000
;1,39300;0,01135;-0,00969;0,00000;0,00000
;1,39350;0,05555;-0,00997;0,00000;0,00000
;1,39400;0,05812;-0,00997;0,00000;0,00000
;1,39450;-0,00339;-0,00960;0,00000;0,00000
;1,39500;-0,01044;-0,00885;0,00000;0,00000
;1,39550;0,01839;-0,00781;0,00000;0,00000
;1,39600;0,04402;-0,00655;0,00000;0,00000
;1,39650;0,04146;-0,00506;0,00000;0,00000
;1,39700;0,00494;-0,00334;0,00000;0,00000
;1,39750;0,04530;-0,00141;0,00000;0,00000
;1,39800;-0,00275;0,00068;0,00000;0,00000
;1,39850;0,05299;0,00287;0,00000;0,00000
;1,39900;-0,04632;0,00511;0,00000;0,00000
;1,39950;0,00174;0,00727;0,00000;0,00000
;1,40000;0,01711;0,00924;0,00000;0,00000
;1,40050;0,02288;0,01098;0,00000;0,00000
;1,40100;-0,02709;0,01248;0,00000;0,00000
;1,40150;0,05171;0,01372;0,00000;0,00000
;1,40200;-0,03991;0,01470;0,00000;0,00000
;1,40250;0,06132;0,01544;0,00000;0,00000
;1,40300;-0,02133;0,01595;0,00000;0,00000
;1,40350;0,08759;0,01629;0,00000;0,00000
;1,40400;0,02800;0,01657;0,00000;0,00000
;1,40450;0,06709;0,01689;0,00000;0,00000
;1,40500;0,04594;0,01735;0,00000;0,00000
;1,40550;0,01904;0,01799;0,00000;0,00000
;1,40600;0,01071;0,01880;0,00000;0,00000
;1,40650;0,03377;0,01970;0,00000;0,00000
;1,40700;0,01327;0,02063;0,00000;0,00000
;1,40750;0,06965;0,02158;0,00000;0,00000
;1,40800;-0,00211;0,02254;0,00000;0,00000
;1,40850;0,05748;0,02351;0,00000;0,00000
;1,40900;-0,02133;0,02446;0,00000;0,00000
;1,40950;0,05876;0,02535;0,00000;0,00000
;1,41000;0,07221;0,02616;0,00000;0,00000
;1,41050;0,08631;0,02700;0,00000;0,00000
;1,41100;0,00238;0,02795;0,00000;0,00000
;1,41150;0,07478;0,02903;0,00000;0,00000
;1,41200;0,02544;0,03019;0,00000;0,00000
;1,41250;0,04274;0,03142;0,00000;0,00000
;1,41300;0,06581;0,03269;0,00000;0,00000
;1,41350;0,05876;0,03399;0,00000;0,00000
;1,41400;0,01071;0,03533;0,00000;0,00000
;1,41450;0,00494;0,03665;0,00000;0,00000
;1,41500;0,05107;0,03783;0,00000;0,00000
;1,41550;0,02096;0,03882;0,00000;0,00000
;1,41600;0,02800;0,03962;0,00000;0,00000
;1,41650;0,05876;0,04021;0,00000;0,00000
;1,41700;0,07285;0,04063;0,00000;0,00000
;1,41750;0,08310;0,04100;0,00000;0,00000
;1,41800;-0,03478;0,04138;0,00000;0,00000
;1,41850;0,04851;0,04173;0,00000;0,00000
;1,41900;-0,01684;0,04194;0,00000;0,00000
;1,41950;0,02800;0,04194;0,00000;0,00000
;1,42000;0,01455;0,04169;0,00000;0,00000
;1,42050;0,01839;0,04118;0,00000;0,00000
;1,42100;0,02929;0,04043;0,00000;0,00000
;1,42150;0,04018;0,03948;0,00000;0,00000
;1,42200;0,04338;0,03840;0,00000;0,00000
;1,42250;0,09336;0,03731;0,00000;0,00000
;1,42300;0,03505;0,03632;0,00000;0,00000
;1,42350;0,07029;0,03555;0,00000;0,00000
;1,42400;0,02608;0,03501;0,00000;0,00000
;1,42450;0,04274;0,03471;0,00000;0,00000
;1,42500;0,02993;0,03461;0,00000;0,00000
;1,42550;0,03441;0,03466;0,00000;0,00000
;1,42600;0,01968;0,03480;0,00000;0,00000
;1,42650;0,01968;0,03499;0,00000;0,00000
;1,42700;-0,02645;0,03512;0,00000;0,00000
;1,42750;0,02608;0,03512;0,00000;0,00000
;1,42800;0,01199;0,03490;0,00000;0,00000
;1,42850;-0,00211;0,03446;0,00000;0,00000
;1,42900;-0,04632;0,03377;0,00000;0,00000
;1,42950;0,00878;0,03275;0,00000;0,00000
;1,43000;-0,03222;0,03136;0,00000;0,00000
;1,43050;-0,01748;0,02960;0,00000;0,00000
;1,43100;-0,08604;0,02745;0,00000;0,00000
;1,43150;-0,00275;0,02487;0,00000;0,00000
;1,43200;-0,00980;0,02187;0,00000;0,00000
;1,43250;0,01968;0,01857;0,00000;0,00000
;1,43300;0,02672;0,01515;0,00000;0,00000
;1,43350;0,03954;0,01179;0,00000;0,00000
;1,43400;-0,01108;0,00867;0,00000;0,00000
;1,43450;-0,03030;0,00586;0,00000;0,00000
;1,43500;0,02736;0,00333;0,00000;0,00000
;1,43550;-0,03863;0,00109;0,00000;0,00000
;1,43600;0,02096;-0,00088;0,00000;0,00000
;1,43650;-0,02709;-0,00259;0,00000;0,00000
;1,43700;0,02352;-0,00404;0,00000;0,00000
;1,43750;-0,01300;-0,00524;0,00000;0,00000
;1,43800;-0,02902;-0,00619;0,00000;0,00000
;1,43850;0,01327;-0,00694;0,00000;0,00000
;1,43900;0,02032;-0,00751;0,00000;0,00000
;1,43950;-0,00916;-0,00787;0,00000;0,00000
;1,44000;0,05427;-0,00799;0,00000;0,00000
;1,44050;-0,05721;-0,00787;0,00000;0,00000
;1,44100;-0,00916;-0,00756;0,00000;0,00000
;1,44150;-0,07258;-0,00720;0,00000;0,00000
;1,44200;-0,02069;-0,00691;0,00000;0,00000
;1,44250;0,04530;-0,00678;0,00000;0,00000
;1,44300;0,01775;-0,00672;0,00000;0,00000
;1,44350;-0,02517;-0,00666;0,00000;0,00000
;1,44400;0,02672;-0,00653;0,00000;0,00000
;1,44450;-0,08732;-0,00638;0,00000;0,00000
;1,44500;-0,04632;-0,00630;0,00000;0,00000
;1,44550;-0,02709;-0,00642;0,00000;0,00000
;1,44600;0,05043;-0,00676;0,00000;0,00000
;1,44650;0,01647;-0,00722;0,00000;0,00000
;1,44700;0,01327;-0,00764;0,00000;0,00000
;1,44750;0,07734;-0,00790;0,00000;0,00000
;1,44800;0,05107;-0,00786;0,00000;0,00000
;1,44850;0,02544;-0,00740;0,00000;0,00000
;1,44900;0,00430;-0,00651;0,00000;0,00000
;1,44950;-0,03927;-0,00527;0,00000;0,00000
;1,45000;0,05043;-0,00381;0,00000;0,00000
;1,45050;-0,02005;-0,00225;0,00000;0,00000
;1,45100;0,03249;-0,00062;0,00000;0,00000
;1,45150;-0,00275;0,00103;0,00000;0,00000
;1,45200;-0,02197;0,00264;0,00000;0,00000
;1,45250;0,02865;0,00414;0,00000;0,00000
;1,45300;0,01711;0,00550;0,00000;0,00000
;1,45350;0,04274;0,00675;0,00000;0,00000
;1,45400;0,07349;0,00796;0,00000;0,00000
;1,45450;0,04915;0,00925;0,00000;0,00000
;1,45500;0,04466;0,01069;0,00000;0,00000
;1,45550;-0,00019;0,01231;0,00000;0,00000
;1,45600;0,06452;0,01404;0,00000;0,00000
;1,45650;0,07542;0,01587;0,00000;0,00000
;1,45700;0,00558;0,01783;0,00000;0,00000
;1,45750;0,01135;0,01987;0,00000;0,00000
;1,45800;0,09912;0,02191;0,00000;0,00000
;1,45850;0,01519;0,02395;0,00000;0,00000
;1,45900;-0,00659;0,02597;0,00000;0,00000
;1,45950;-0,00083;0,02786;0,00000;0,00000
;1,46000;0,05363;0,02949;0,00000;0,00000
;1,46050;-0,00787;0,03085;0,00000;0,00000
;1,46100;0,04723;0,03191;0,00000;0,00000
;1,46150;0,05684;0,03271;0,00000;0,00000
;1,46200;0,02224;0,03331;0,00000;0,00000
;1,46250;0,01775;0,03375;0,00000;0,00000
;1,46300;0,12283;0,03407;0,00000;0,00000
;1,46350;-0,01172;0,03436;0,00000;0,00000
;1,46400;0,07734;0,03468;0,00000;0,00000
;1,46450;-0,01748;0,03501;0,00000;0,00000
;1,46500;0,05812;0,03533;0,00000;0,00000
;1,46550;-0,00531;0,03557;0,00000;0,00000
;1,46600;0,06965;0,03573;0,00000;0,00000
;1,46650;0,00814;0,03580;0,00000;0,00000
;1,46700;0,01711;0,03579;0,00000;0,00000
;1,46750;0,01071;0,03567;0,00000;0,00000
;1,46800;0,06773;0,03542;0,00000;0,00000
;1,46850;0,04018;0,03509;0,00000;0,00000
;1,46900;0,04787;0,03476;0,00000;0,00000
;1,46950;-0,00595;0,03446;0,00000;0,00000
;1,47000;0,04979;0,03416;0,00000;0,00000
;1,47050;0,03762;0,03386;0,00000;0,00000
;1,47100;0,07478;0,03360;0,00000;0,00000
;1,47150;0,05043;0,03344;0,00000;0,00000
;1,47200;0,01519;0,03344;0,00000;0,00000
;1,47250;0,00302;0,03354;0,00000;0,00000
;1,47300;0,05043;0,03368;0,00000;0,00000
;1,47350;-0,00595;0,03380;0,00000;0,00000
;1,47400;0,06004;0,03386;0,00000;0,00000
;1,47450;0,00750;0,03385;0,00000;0,00000
;1,47500;0,00878;0,03378;0,00000;0,00000
;1,47550;0,02480;0,03360;0,00000;0,00000
;1,47600;0,07029;0,03331;0,00000;0,00000
;1,47650;0,03569;0,03298;0,00000;0,00000
;1,47700;0,02993;0,03268;0,00000;0,00000
;1,47750;-0,00595;0,03241;0,00000;0,00000
;1,47800;0,04466;0,03213;0,00000;0,00000
;1,47850;-0,01108;0,03181;0,00000;0,00000
;1,47900;0,01647;0,03140;0,00000;0,00000
;1,47950;-0,04375;0,03086;0,00000;0,00000
;1,48000;-0,02325;0,03008;0,00000;0,00000
;1,48050;-0,01364;0,02899;0,00000;0,00000
;1,48100;-0,00659;0,02754;0,00000;0,00000
;1,48150;0,00878;0,02577;0,00000;0,00000
;1,48200;-0,04119;0,02373;0,00000;0,00000
;1,48250;-0,09693;0,02142;0,00000;0,00000
;1,48300;-0,03350;0,01874;0,00000;0,00000
;1,48350;-0,02517;0,01565;0,00000;0,00000
;1,48400;0,02929;0,01224;0,00000;0,00000
;1,48450;-0,02966;0,00867;0,00000;0,00000
;1,48500;-0,01748;0,00508;0,00000;0,00000
;1,48550;-0,00595;0,00155;0,00000;0,00000
;1,48600;-0,00211;-0,00183;0,00000;0,00000
;1,48650;0,01071;-0,00498;0,00000;0,00000
;1,48700;-0,04503;-0,00782;0,00000;0,00000
;1,48750;-0,01813;-0,01035;0,00000;0,00000
;1,48800;0,02288;-0,01257;0,00000;0,00000
;1,48850;0,01904;-0,01445;0,00000;0,00000
;1,48900;-0,02005;-0,01591;0,00000;0,00000
;1,48950;0,00302;-0,01695;0,00000;0,00000
;1,49000;-0,01428;-0,01760;0,00000;0,00000
;1,49050;0,00558;-0,01790;0,00000;0,00000
;1,49100;-0,04247;-0,01790;0,00000;0,00000
;1,49150;-0,00019;-0,01767;0,00000;0,00000
;1,49200;-0,05657;-0,01730;0,00000;0,00000
;1,49250;-0,02838;-0,01689;0,00000;0,00000
;1,49300;0,00686;-0,01651;0,00000;0,00000
;1,49350;0,04530;-0,01614;0,00000;0,00000
;1,49400;0,01135;-0,01569;0,00000;0,00000
;1,49450;-0,01941;-0,01508;0,00000;0,00000
;1,49500;-0,03863;-0,01433;0,00000;0,00000
;1,49550;-0,00275;-0,01353;0,00000;0,00000
;1,49600;-0,04439;-0,01276;0,00000;0,00000
;1,49650;0,02160;-0,01207;0,00000;0,00000
;1,49700;-0,02517;-0,01146;0,00000;0,00000
;1,49750;0,00430;-0,01092;0,00000;0,00000
;1,49800;-0,03478;-0,01045;0,00000;0,00000
;1,49850;0,01519;-0,01006;0,00000;0,00000
;1,49900;-0,05657;-0,00975;0,00000;0,00000
;1,49950;0,05363;-0,00952;0,00000;0,00000
;1,50000;0,00174;-0,00934;0,00000;0,00000
;1,50050;0,02929;-0,00909;0,00000;0,00000
;1,50100;-0,00339;-0,00873;0,00000;0,00000
;1,50150;0,04915;-0,00821;0,00000;0,00000
;1,50200;0,01775;-0,00750;0,00000;0,00000
;1,50250;0,01135;-0,00656;0,00000;0,00000
;1,50300;-0,04119;-0,00543;0,00000;0,00000
;1,50350;0,07285;-0,00419;0,00000;0,00000
;1,50400;0,03762;-0,00284;0,00000;0,00000
;1,50450;0,05299;-0,00132;0,00000;0,00000
;1,50500;0,06581;0,00043;0,00000;0,00000
;1,50550;0,01263;0,00246;0,00000;0,00000
;1,50600;0,01647;0,00473;0,00000;0,00000
;1,50650;0,02736;0,00713;0,00000;0,00000
;1,50700;-0,02133;0,00957;0,00000;0,00000
;1,50750;0,04530;0,01193;0,00000;0,00000
;1,50800;-0,02838;0,01413;0,00000;0,00000
;1,50850;0,04146;0,01610;0,00000;0,00000
;1,50900;-0,03863;0,01780;0,00000;0,00000
;1,50950;0,00174;0,01915;0,00000;0,00000
;1,51000;-0,02645;0,02010;0,00000;0,00000
;1,51050;0,05427;0,02062;0,00000;0,00000
;1,51100;0,00878;0,02078;0,00000;0,00000
;1,51150;0,07606;0,02070;0,00000;0,00000
;1,51200;0,01904;0,02052;0,00000;0,00000
;1,51250;0,14205;0,02037;0,00000;0,00000
;1,51300;0,05684;0,02046;0,00000;0,00000
;1,51350;0,09848;0,02093;0,00000;0,00000
;1,51400;0,03121;0,02187;0,00000;0,00000
;1,51450;0,02672;0,02324;0,00000;0,00000
;1,51500;0,01391;0,02490;0,00000;0,00000
;1,51550;0,03441;0,02670;0,00000;0,00000
;1,51600;0,00366;0,02852;0,00000;0,00000
;1,51650;0,09271;0,03027;0,00000;0,00000
;1,51700;-0,02453;0,03192;0,00000;0,00000
;1,51750;0,07734;0,03346;0,00000;0,00000
;1,51800;0,01839;0,03484;0,00000;0,00000
;1,51850;0,11258;0,03609;0,00000;0,00000
;1,51900;0,03185;0,03729;0,00000;0,00000
;1,51950;0,08887;0,03850;0,00000;0,00000
;1,52000;0,02480;0,03975;0,00000;0,00000
;1,52050;0,05235;0,04102;0,00000;0,00000
;1,52100;0,02608;0,04226;0,00000;0,00000
;1,52150;0,12795;0,04346;0,00000;0,00000
;1,52200;-0,01172;0,04463;0,00000;0,00000
;1,52250;-0,00339;0,04575;0,00000;0,00000
;1,52300;0,06773;0,04669;0,00000;0,00000
;1,52350;0,10168;0,04742;0,00000;0,00000
;1,52400;0,02672;0,04804;0,00000;0,00000
;1,52450;0,03121;0,04859;0,00000;0,00000
;1,52500;0,00558;0,04903;0,00000;0,00000
;1,52550;0,06645;0,04928;0,00000;0,00000
;1,52600;-0,00467;0,04932;0,00000;0,00000
;1,52650;-0,00787;0,04913;0,00000;0,00000
;1,52700;0,03633;0,04863;0,00000;0,00000
;1,52750;0,07990;0,04783;0,00000;0,00000
;1,52800;-0,01684;0,04683;0,00000;0,00000
;1,52850;0,04082;0,04567;0,00000;0,00000
;1,52900;0,03697;0,04436;0,00000;0,00000
;1,52950;0,02800;0,04297;0,00000;0,00000
;1,53000;-0,02325;0,04150;0,00000;0,00000
;1,53050;0,03890;0,03994;0,00000;0,00000
;1,53100;0,05235;0,03830;0,00000;0,00000
;1,53150;-0,00659;0,03664;0,00000;0,00000
