University of Stuttgart - IFT;time [s];force unfiltered [kN];force filtered [kN];drop no.;displacement [mm]
;1,02250;6,82607;6,43391;0;0
;1,02300;6,83504;6,45809;0;0
;1,02350;6,75688;6,48227;0;0
;1,02400;6,73766;6,50648;0;0
;1,02450;6,80749;6,53061;0;0
;1,02500;6,82351;6,55450;0;0
;1,02550;6,94909;6,57816;0;0
;1,02600;6,81903;6,60164;0;0
;1,02650;6,84209;6,62493;0;0
;1,02700;6,96318;6,64794;0;0
;1,02750;7,02661;6,67066;0;0
;1,02800;7,03302;6,69328;0;0
;1,02850;7,11503;6,71603;0;0
;1,02900;7,03942;6,73913;0;0
;1,02950;7,10221;6,76264;0;0
;1,03000;7,09452;6,78656;0;0
;1,03050;7,15731;6,81085;0;0
;1,03100;7,12912;6,83545;0;0
;1,03150;7,17269;6,86031;0;0
;1,03200;7,22843;6,88534;0;0
;1,03250;7,29570;6,91053;0;0
;1,03300;7,24509;6,93596;0;0
;1,03350;7,21754;6,96159;0;0
;1,03400;7,19832;6,98724;0;0
;1,03450;7,25534;7,01263;0;0
;1,03500;7,23996;7,03752;0;0
;1,03550;7,29826;7,06172;0;0
;1,03600;7,34183;7,08516;0;0
;1,03650;7,33543;7,10784;0;0
;1,03700;7,28865;7,12978;0;0
;1,03750;7,36041;7,15092;0;0
;1,03800;7,32133;7,17121;0;0
;1,03850;7,43409;7,19062;0;0
;1,03900;7,39885;7,20923;0;0
;1,03950;7,44819;7,22717;0;0
;1,04000;7,48855;7,24457;0;0
;1,04050;7,51930;7,26161;0;0
;1,04100;7,52827;7,27848;0;0
;1,04150;7,54365;7,29536;0;0
;1,04200;7,58401;7,31237;0;0
;1,04250;7,66090;7,32965;0;0
;1,04300;7,65257;7,34737;0;0
;1,04350;7,67563;7,36572;0;0
;1,04400;7,67307;7,38476;0;0
;1,04450;7,61989;7,40447;0;0
;1,04500;7,68396;7,42470;0;0
;1,04550;7,73906;7,44530;0;0
;1,04600;7,77879;7,46619;0;0
;1,04650;7,69934;7,48738;0;0
;1,04700;7,78968;7,50877;0;0
;1,04750;7,75828;7,53026;0;0
;1,04800;7,84990;7,55174;0;0
;1,04850;7,79865;7,57319;0;0
;1,04900;7,76341;7,59452;0;0
;1,04950;7,75124;7,61554;0;0
;1,05000;7,81402;7,63599;0;0
;1,05050;7,71920;7,65564;0;0
;1,05100;7,75124;7,67426;0;0
;1,05150;7,70639;7,69161;0;0
;1,05200;7,81531;7,70747;0;0
;1,05250;7,81210;7,72180;0;0
;1,05300;7,88066;7,73472;0;0
;1,05350;7,85247;7,74644;0;0
;1,05400;7,97035;7,75723;0;0
;1,05450;7,97292;7,76743;0;0
;1,05500;8,00431;7,77742;0;0
;1,05550;7,96971;7,78756;0;0
;1,05600;8,02353;7,79805;0;0
;1,05650;7,99086;7,80904;0;0
;1,05700;7,98829;7,82059;0;0
;1,05750;7,95946;7,83263;0;0
;1,05800;8,00623;7,84504;0;0
;1,05850;7,90885;7,85764;0;0
;1,05900;7,96266;7,87021;0;0
;1,05950;7,95498;7,88250;0;0
;1,06000;8,01328;7,89434;0;0
;1,06050;7,99278;7,90566;0;0
;1,06100;8,04980;7,91647;0;0
;1,06150;8,09209;7,92684;0;0
;1,06200;8,14783;7,93694;0;0
;1,06250;8,14270;7,94704;0;0
;1,06300;8,21766;7,95738;0;0
;1,06350;8,18435;7,96822;0;0
;1,06400;8,18883;7,97972;0;0
;1,06450;8,06710;7,99188;0;0
;1,06500;8,00879;8,00448;0;0
;1,06550;7,93447;8,01699;0;0
;1,06600;8,01072;8,02885;0;0
;1,06650;7,88002;8,03954;0;0
;1,06700;7,95818;8,04862;0;0
;1,06750;7,90308;8,05576;0;0
;1,06800;8,03186;8,06080;0;0
;1,06850;7,98445;8,06379;0;0
;1,06900;8,14654;8,06499;0;0
;1,06950;8,14462;8,06485;0;0
;1,07000;8,24393;8,06399;0;0
;1,07050;8,16384;8,06304;0;0
;1,07100;8,27020;8,06253;0;0
;1,07150;8,18242;8,06287;0;0
;1,07200;8,21830;8,06434;0;0
;1,07250;8,12540;8,06703;0;0
;1,07300;8,14526;8,07083;0;0
;1,07350;8,02994;8,07550;0;0
;1,07400;8,07863;8,08067;0;0
;1,07450;7,97996;8,08591;0;0
;1,07500;7,96715;8,09077;0;0
;1,07550;7,90372;8,09479;0;0
;1,07600;7,95049;8,09752;0;0
;1,07650;7,91525;8,09864;0;0
;1,07700;8,09273;8,09804;0;0
;1,07750;8,02033;8,09588;0;0
;1,07800;8,05685;8,09248;0;0
;1,07850;8,12989;8,08820;0;0
;1,07900;8,14975;8,08345;0;0
;1,07950;8,04147;8,07868;0;0
;1,08000;8,07158;8,07413;0;0
;1,08050;8,02033;8,06990;0;0
;1,08100;8,00751;8,06598;0;0
;1,08150;7,95177;8,06227;0;0
;1,08200;7,95434;8,05859;0;0
;1,08250;7,84734;8,05471;0;0
;1,08300;7,83260;8,05033;0;0
;1,08350;7,71215;8,04505;0;0
;1,08400;7,79160;8,03845;0;0
;1,08450;7,73330;8,03024;0;0
;1,08500;7,85631;8,02031;0;0
;1,08550;7,75380;8,00875;0;0
;1,08600;7,81402;7,99578;0;0
;1,08650;7,80954;7,98163;0;0
;1,08700;7,87681;7,96663;0;0
;1,08750;7,87425;7,95122;0;0
;1,08800;7,98765;7,93590;0;0
;1,08850;7,85439;7,92119;0;0
;1,08900;7,90308;7,90751;0;0
;1,08950;7,76918;7,89503;0;0
;1,09000;7,74675;7,88372;0;0
;1,09050;7,64552;7,87330;0;0
;1,09100;7,55646;7,86336;0;0
;1,09150;7,43217;7,85327;0;0
;1,09200;7,40718;7,84232;0;0
;1,09250;7,35144;7,82981;0;0
;1,09300;7,34568;7,81517;0;0
;1,09350;7,36746;7,79806;0;0
;1,09400;7,41936;7,77838;0;0
;1,09450;7,36554;7,75632;0;0
;1,09500;7,48471;7,73223;0;0
;1,09550;7,48535;7,70663;0;0
;1,09600;7,47894;7,68020;0;0
;1,09650;7,43153;7,65354;0;0
;1,09700;7,36233;7,62711;0;0
;1,09750;7,28033;7,60115;0;0
;1,09800;7,25854;7,57567;0;0
;1,09850;7,15603;7,55056;0;0
;1,09900;7,10413;7,52557;0;0
;1,09950;7,02725;7,50038;0;0
;1,10000;6,91769;7,47460;0;0
;1,10050;6,89847;7,44779;0;0
;1,10100;6,86387;7,41954;0;0
;1,10150;6,88245;7,38963;0;0
;1,10200;6,88502;7,35800;0;0
;1,10250;6,90232;7,32482;0;0
;1,10300;6,90360;7,29044;0;0
;1,10350;6,96062;7,25528;0;0
;1,10400;6,85490;7,21988;0;0
;1,10450;6,82031;7,18466;0;0
;1,10500;6,74663;7,14986;0;0
;1,10550;6,71523;7,11557;0;0
;1,10600;6,56339;7,08172;0;0
;1,10650;6,48907;7,04808;0;0
;1,10700;6,45255;7,01428;0;0
;1,10750;6,41411;6,97993;0;0
;1,10800;6,32761;6,94474;0;0
;1,10850;6,27764;6,90845;0;0
;1,10900;6,25970;6,87084;0;0
;1,10950;6,21805;6,83179;0;0
;1,11000;6,20396;6,79131;0;0
;1,11050;6,21037;6,74952;0;0
;1,11100;6,11170;6,70662;0;0
;1,11150;6,07966;6,66283;0;0
;1,11200;6,04507;6,61831;0;0
;1,11250;5,97267;6,57319;0;0
;1,11300;5,83364;6,52754;0;0
;1,11350;5,79520;6,48131;0;0
;1,11400;5,77213;6,43435;0;0
;1,11450;5,67346;6,38657;0;0
;1,11500;5,62413;6,33792;0;0
;1,11550;5,66321;6,28838;0;0
;1,11600;5,62413;6,23805;0;0
;1,11650;5,65104;6,18721;0;0
;1,11700;5,59338;6,13622;0;0
;1,11750;5,59658;6,08548;0;0
;1,11800;5,55814;6,03536;0;0
;1,11850;5,42808;5,98614;0;0
;1,11900;5,36785;5,93794;0;0
;1,11950;5,31403;5,89067;0;0
;1,12000;5,19038;5,84414;0;0
;1,12050;5,09299;5,79806;0;0
;1,12100;4,92321;5,75197;0;0
;1,12150;4,92641;5,70532;0;0
;1,12200;4,86299;5,65759;0;0
;1,12250;4,90079;5,60849;0;0
;1,12300;4,82583;5,55797;0;0
;1,12350;4,91168;5,50616;0;0
;1,12400;4,88157;5,45341;0;0
;1,12450;4,84697;5,40022;0;0
;1,12500;4,84120;5,34710;0;0
;1,12550;4,90015;5,29455;0;0
;1,12600;4,83031;5,24311;0;0
;1,12650;4,79699;5,19328;0;0
;1,12700;4,69000;5,14537;0;0
;1,12750;4,52214;5,09942;0;0
;1,12800;4,41001;5,05512;0;0
;1,12850;4,32032;5,01189;0;0
;1,12900;4,23639;4,96907;0;0
;1,12950;4,17552;4,92599;0;0
;1,13000;4,10568;4,88209;0;0
;1,13050;4,10248;4,83692;0;0
;1,13100;4,08070;4,79024;0;0
;1,13150;4,10184;4,74204;0;0
;1,13200;4,05699;4,69251;0;0
;1,13250;4,18129;4,64203;0;0
;1,13300;4,14477;4,59116;0;0
;1,13350;4,17360;4,54062;0;0
;1,13400;4,04033;4,49106;0;0
;1,13450;4,13580;4,44297;0;0
;1,13500;4,00125;4,39674;0;0
;1,13550;3,99613;4,35261;0;0
;1,13600;3,85774;4,31062;0;0
;1,13650;3,78213;4,27060;0;0
;1,13700;3,68859;4,23216;0;0
;1,13750;3,62452;4,19479;0;0
;1,13800;3,46755;4,15790;0;0
;1,13850;3,49959;4,12086;0;0
;1,13900;3,37337;4,08310;0;0
;1,13950;3,45346;4,04423;0;0
;1,14000;3,37978;4,00404;0;0
;1,14050;3,43360;3,96255;0;0
;1,14100;3,40605;3,91998;0;0
;1,14150;3,40092;3,87665;0;0
;1,14200;3,32532;3,83293;0;0
;1,14250;3,40541;3,78918;0;0
;1,14300;3,35799;3,74578;0;0
;1,14350;3,34326;3,70315;0;0
;1,14400;3,24651;3,66163;0;0
;1,14450;3,38106;3,62144;0;0
;1,14500;3,29072;3,58283;0;0
;1,14550;3,25484;3,54606;0;0
;1,14600;3,14528;3,51120;0;0
;1,14650;3,09723;3,47812;0;0
;1,14700;2,97870;3,44649;0;0
;1,14750;3,00818;3,41588;0;0
;1,14800;2,88388;3,38584;0;0
;1,14850;2,82750;3,35594;0;0
;1,14900;2,73972;3,32571;0;0
;1,14950;2,78778;3,29471;0;0
;1,15000;2,67117;3,26261;0;0
;1,15050;2,71025;3,22925;0;0
;1,15100;2,68398;3,19456;0;0
;1,15150;2,73332;3,15867;0;0
;1,15200;2,71282;3,12185;0;0
;1,15250;2,69680;3,08450;0;0
;1,15300;2,67565;3,04701;0;0
;1,15350;2,71730;3,00978;0;0
;1,15400;2,69103;2,97319;0;0
;1,15450;2,70385;2,93766;0;0
;1,15500;2,58083;2,90350;0;0
;1,15550;2,52061;2,87083;0;0
;1,15600;2,44308;2,83954;0;0
;1,15650;2,45782;2,80936;0;0
;1,15700;2,30085;2,77999;0;0
;1,15750;2,34570;2,75108;0;0
;1,15800;2,31046;2,72231;0;0
;1,15850;2,21692;2,69345;0;0
;1,15900;2,21243;2,66426;0;0
;1,15950;2,21436;2,63458;0;0
;1,16000;2,17912;2,60431;0;0
;1,16050;2,19706;2,57351;0;0
;1,16100;2,18040;2,54229;0;0
;1,16150;2,23870;2,51087;0;0
;1,16200;2,13427;2,47954;0;0
;1,16250;2,18232;2,44857;0;0
;1,16300;2,10928;2,41818;0;0
;1,16350;2,09647;2,38850;0;0
;1,16400;2,01894;2,35960;0;0
;1,16450;2,06315;2,33146;0;0
;1,16500;1,97345;2,30406;0;0
;1,16550;1,97409;2,27732;0;0
;1,16600;1,89721;2,25116;0;0
;1,16650;1,90490;2,22544;0;0
;1,16700;1,84852;2,20001;0;0
;1,16750;1,90554;2,17477;0;0
;1,16800;1,82994;2,14969;0;0
;1,16850;1,83570;2,12480;0;0
;1,16900;1,77228;2,10008;0;0
;1,16950;1,84403;2,07553;0;0
;1,17000;1,77484;2,05122;0;0
;1,17050;1,76971;2,02723;0;0
;1,17100;1,69796;2,00360;0;0
;1,17150;1,76843;1,98032;0;0
;1,17200;1,74921;1,95745;0;0
;1,17250;1,68450;1,93509;0;0
;1,17300;1,64926;1,91328;0;0
;1,17350;1,66272;1,89196;0;0
;1,17400;1,63837;1,87109;0;0
;1,17450;1,62043;1,85065;0;0
;1,17500;1,56533;1,83061;0;0
;1,17550;1,55316;1,81087;0;0
;1,17600;1,52433;1,79135;0;0
;1,17650;1,53009;1,77193;0;0
;1,17700;1,47820;1,75255;0;0
;1,17750;1,44424;1,73315;0;0
;1,17800;1,46859;1,71365;0;0
;1,17850;1,41861;1,69400;0;0
;1,17900;1,42053;1,67420;0;0
;1,17950;1,46026;1,65429;0;0
;1,18000;1,37697;1,63435;0;0
;1,18050;1,38530;1,61448;0;0
;1,18100;1,30905;1,59468;0;0
;1,18150;1,33340;1,57493;0;0
;1,18200;1,37697;1,55522;0;0
;1,18250;1,25652;1,53561;0;0
;1,18300;1,23025;1,51612;0;0
;1,18350;1,23281;1,49665;0;0
;1,18400;1,23601;1,47711;0;0
;1,18450;1,11877;1,45747;0;0
;1,18500;1,12710;1,43761;0;0
;1,18550;1,13863;1,41740;0;0
;1,18600;1,12902;1,39681;0;0
;1,18650;1,13094;1,37590;0;0
;1,18700;1,13863;1,35479;0;0
;1,18750;1,05726;1,33363;0;0
;1,18800;1,10275;1,31252;0;0
;1,18850;1,07776;1,29155;0;0
;1,18900;1,12902;1,27088;0;0
;1,18950;1,08353;1,25069;0;0
;1,19000;1,10019;1,23118;0;0
;1,19050;1,06431;1,21250;0;0
;1,19100;1,03484;1,19473;0;0
;1,19150;0,93361;1,17785;0;0
;1,19200;0,94706;1,16166;0;0
;1,19250;0,95411;1,14595;0;0
;1,19300;0,94322;1,13057;0;0
;1,19350;0,97589;1,11546;0;0
;1,19400;0,91631;1,10061;0;0
;1,19450;0,96244;1,08606;0;0
;1,19500;0,96820;1,07186;0;0
;1,19550;0,96436;1,05810;0;0
;1,19600;0,97333;1,04494;0;0
;1,19650;0,90221;1,03245;0;0
;1,19700;0,94706;1,02067;0;0
;1,19750;0,91503;1,00958;0;0
;1,19800;0,86505;0,99914;0;0
;1,19850;0,90221;0,98927;0;0
;1,19900;0,88107;0,97987;0;0
;1,19950;0,80931;0,97087;0;0
;1,20000;0,84391;0,96212;0;0
;1,20050;0,77920;0,95347;0;0
;1,20100;0,81764;0,94476;0;0
;1,20150;0,70360;0,93586;0;0
;1,20200;0,73948;0,92660;0;0
;1,20250;0,72346;0,91681;0;0
;1,20300;0,73371;0,90641;0;0
;1,20350;0,72282;0,89538;0;0
;1,20400;0,69335;0,88378;0;0
;1,20450;0,72474;0,87166;0;0
;1,20500;0,72026;0,85912;0;0
;1,20550;0,67541;0,84631;0;0
;1,20600;0,70744;0,83333;0;0
;1,20650;0,64145;0,82028;0;0
;1,20700;0,68245;0,80722;0;0
;1,20750;0,69591;0,79424;0;0
;1,20800;0,68886;0,78147;0;0
;1,20850;0,69847;0,76909;0;0
;1,20900;0,71257;0,75723;0;0
;1,20950;0,68053;0,74607;0;0
;1,21000;0,73563;0,73570;0;0
;1,21050;0,69078;0,72625;0;0
;1,21100;0,72282;0,71780;0;0
;1,21150;0,66644;0,71038;0;0
;1,21200;0,69399;0,70396;0;0
;1,21250;0,59019;0,69843;0;0
;1,21300;0,63248;0,69360;0;0
;1,21350;0,54599;0,68920;0;0
;1,21400;0,59340;0,68497;0;0
;1,21450;0,52805;0,68066;0;0
;1,21500;0,57674;0,67607;0;0
;1,21550;0,45437;0,67102;0;0
;1,21600;0,54406;0,66534;0;0
;1,21650;0,49217;0,65891;0;0
;1,21700;0,53317;0,65170;0;0
;1,21750;0,53061;0,64378;0;0
;1,21800;0,58699;0,63529;0;0
;1,21850;0,47679;0,62643;0;0
;1,21900;0,58571;0,61736;0;0
;1,21950;0,47807;0,60824;0;0
;1,22000;0,53317;0,59915;0;0
;1,22050;0,43835;0,59017;0;0
;1,22100;0,48576;0,58127;0;0
;1,22150;0,42233;0,57242;0;0
;1,22200;0,45949;0,56355;0;0
;1,22250;0,38517;0,55463;0;0
;1,22300;0,45180;0,54559;0;0
;1,22350;0,35506;0,53641;0;0
;1,22400;0,37172;0,52704;0;0
;1,22450;0,37172;0,51739;0;0
;1,22500;0,41208;0,50747;0;0
;1,22550;0,33456;0,49733;0;0
;1,22600;0,37172;0,48703;0;0
;1,22650;0,27241;0,47658;0;0
;1,22700;0,37364;0,46595;0;0
;1,22750;0,34609;0,45518;0;0
;1,22800;0,40247;0,44441;0;0
;1,22850;0,35634;0,43384;0;0
;1,22900;0,34417;0,42362;0;0
;1,22950;0,39030;0,41388;0;0
;1,23000;0,44348;0,40476;0;0
;1,23050;0,36787;0,39644;0;0
;1,23100;0,41593;0,38908;0;0
;1,23150;0,35634;0,38274;0;0
;1,23200;0,40119;0,37741;0;0
;1,23250;0,31341;0,37302;0;0
;1,23300;0,35314;0,36944;0;0
;1,23350;0,31277;0,36651;0;0
;1,23400;0,37364;0,36406;0;0
;1,23450;0,27241;0,36197;0;0
;1,23500;0,32751;0,36009;0;0
;1,23550;0,21026;0,35824;0;0
;1,23600;0,28971;0,35619;0;0
;1,23650;0,24102;0,35376;0;0
;1,23700;0,28138;0,35084;0;0
;1,23750;0,29932;0,34741;0;0
;1,23800;0,32623;0,34355;0;0
;1,23850;0,20129;0,33937;0;0
;1,23900;0,27561;0,33489;0;0
;1,23950;0,29996;0,33012;0;0
;1,24000;0,30829;0,32517;0;0
;1,24050;0,24678;0,32017;0;0
;1,24100;0,28394;0,31522;0;0
;1,24150;0,24230;0,31034;0;0
;1,24200;0,32367;0,30557;0;0
;1,24250;0,16413;0,30096;0;0
;1,24300;0,17759;0,29642;0;0
;1,24350;0,14299;0,29177;0;0
;1,24400;0,20642;0,28680;0;0
;1,24450;0,10967;0,28140;0;0
;1,24500;0,16606;0,27549;0;0
;1,24550;0,11864;0,26901;0;0
;1,24600;0,17310;0,26196;0;0
;1,24650;0,15516;0,25440;0;0
;1,24700;0,14299;0,24645;0;0
;1,24750;0,09109;0,23819;0;0
;1,24800;0,13402;0,22968;0;0
;1,24850;0,06995;0,22092;0;0
;1,24900;0,16990;0,21197;0;0
;1,24950;0,11096;0,20293;0;0
;1,25000;0,17054;0,19398;0;0
;1,25050;0,13530;0,18529;0;0
;1,25100;0,12697;0,17700;0;0
;1,25150;0,09302;0,16919;0;0
;1,25200;0,20065;0,16190;0;0
;1,25250;0,12377;0,15522;0;0
;1,25300;0,11096;0,14923;0;0
;1,25350;0,11544;0,14391;0;0
;1,25400;0,12057;0,13921;0;0
;1,25450;0,06675;0,13505;0;0
;1,25500;0,06098;0,13131;0;0
;1,25550;0,10135;0,12785;0;0
;1,25600;0,04753;0,12456;0;0
;1,25650;0,03856;0,12134;0;0
;1,25700;0,02254;0,11805;0;0
;1,25750;-0,04025;0,11453;0;0
;1,25800;-0,01718;0,11060;0;0
;1,25850;-0,00245;0,10609;0;0
;1,25900;0,01165;0,10095;0;0
;1,25950;-0,01270;0,09523;0;0
;1,26000;-0,02423;0,08898;0;0
;1,26050;0,01037;0,08226;0;0
;1,26100;0,01741;0,07520;0;0
;1,26150;-0,01078;0,06793;0;0
;1,26200;0,00460;0,06059;0;0
;1,26250;0,09430;0,05335;0;0
;1,26300;0,07123;0,04644;0;0
;1,26350;0,02382;0,04011;0;0
;1,26400;0,01998;0,03450;0;0
;1,26450;0,08405;0,02965;0;0
;1,26500;0,03279;0,02560;0;0
;1,26550;0,05265;0,02240;0;0
;1,26600;-0,02359;0,02000;0;0
;1,26650;-0,03064;0,01825;0;0
;1,26700;-0,01590;0,01694;0;0
;1,26750;0,04496;0,01590;0;0
;1,26800;-0,03704;0,01505;0;0
;1,26850;0,04625;0,01434;0;0
;1,26900;-0,07356;0,01373;0;0
;1,26950;0,03343;0,01312;0;0
;1,27000;-0,02936;0,01245;0;0
;1,27050;0,02574;0,01171;0;0
;1,27100;-0,00053;0,01093;0;0
;1,27150;0,00076;0,01012;0;0
;1,27200;-0,03256;0,00929;0;0
;1,27250;0,08020;0,00844;0;0
;1,27300;0,03151;0,00766;0;0
;1,27350;0,01741;0,00707;0;0
;1,27400;-0,02359;0,00669;0;0
;1,27450;0,04689;0,00650;0;0
;1,27500;0,00076;0,00647;0;0
;1,27550;-0,01590;0,00657;0;0
;1,27600;-0,02039;0,00673;0;0
;1,27650;-0,00181;0,00687;0;0
;1,27700;-0,03576;0,00691;0;0
;1,27750;0,05522;0,00682;0;0
;1,27800;0,02126;0,00665;0;0
;1,27850;0,04817;0,00651;0;0
;1,27900;-0,03384;0,00646;0;0
;1,27950;0,02638;0,00651;0;0
;1,28000;-0,07100;0,00658;0;0
;1,28050;-0,00950;0,00657;0;0
;1,28100;-0,03769;0,00638;0;0
;1,28150;0,04240;0,00596;0;0
;1,28200;-0,02231;0,00537;0;0
;1,28250;-0,02487;0,00466;0;0
;1,28300;0,01229;0,00385;0;0
;1,28350;0,02702;0,00295;0;0
;1,28400;-0,04217;0,00206;0;0
;1,28450;0,00780;0,00117;0;0
;1,28500;-0,05691;0,00028;0;0
;1,28550;0,03663;-0,00066;0;0
;1,28600;-0,02423;-0,00161;0;0
;1,28650;0,01677;-0,00254;0;0
;1,28700;-0,03576;-0,00340;0;0
;1,28750;-0,00373;-0,00421;0;0
;1,28800;-0,01334;-0,00499;0;0
;1,28850;0,00588;-0,00572;0;0
;1,28900;-0,05370;-0,00641;0;0
;1,28950;0,02126;-0,00707;0;0
;1,29000;-0,01846;-0,00770;0;0
;1,29050;0,05586;-0,00826;0;0
;1,29100;-0,01654;-0,00867;0;0
;1,29150;0,03215;-0,00887;0;0
;1,29200;-0,02872;-0,00884;0;0
;1,29250;0,04625;-0,00861;0;0
;1,29300;0,01677;-0,00816;0;0
;1,29350;0,04560;-0,00746;0;0
;1,29400;-0,04217;-0,00650;0;0
;1,29450;0,07828;-0,00533;0;0
;1,29500;0,02190;-0,00396;0;0
;1,29550;0,04304;-0,00235;0;0
;1,29600;-0,01718;-0,00053;0;0
;1,29650;0,06354;0,00144;0;0
;1,29700;0,02638;0,00353;0;0
;1,29750;0,09494;0,00575;0;0
;1,29800;0,06162;0,00816;0;0
;1,29850;0,05073;0,01081;0;0
;1,29900;0,01165;0,01368;0;0
;1,29950;0,04753;0,01666;0;0
;1,30000;-0,02936;0,01965;0;0
;1,30050;0,06611;0,02249;0;0
;1,30100;0,06675;0,02514;0;0
;1,30150;0,03087;0,02762;0;0
;1,30200;-0,00501;0,02993;0;0
;1,30250;0,02062;0,03199;0;0
;1,30300;-0,01782;0,03371;0;0
;1,30350;-0,02872;0,03498;0;0
;1,30400;-0,00501;0,03570;0;0
;1,30450;0,01934;0,03584;0;0
;1,30500;0,00332;0,03543;0;0
;1,30550;0,00460;0,03455;0;0
;1,30600;-0,03576;0,03324;0;0
;1,30650;0,04368;0,03155;0;0
;1,30700;-0,03000;0,02955;0;0
;1,30750;0,07380;0,02732;0;0
;1,30800;0,03856;0,02503;0;0
;1,30850;0,08789;0,02286;0;0
;1,30900;0,00140;0,02098;0;0
;1,30950;0,11416;0,01950;0;0
;1,31000;-0,01526;0,01847;0;0
;1,31050;0,10199;0,01793;0;0
;1,31100;-0,03384;0,01784;0;0
;1,31150;0,06611;0,01814;0;0
;1,31200;0,01485;0,01873;0;0
;1,31250;0,00780;0,01954;0;0
;1,31300;-0,03769;0,02046;0;0
;1,31350;0,03984;0,02133;0;0
;1,31400;0,00204;0,02206;0;0
;1,31450;-0,04986;0,02262;0;0
;1,31500;-0,07421;0,02286;0;0
;1,31550;0,03407;0,02266;0;0
;1,31600;-0,00885;0,02198;0;0
;1,31650;0,05650;0,02095;0;0
;1,31700;-0,08125;0,01965;0;0
;1,31750;-0,01014;0,01812;0;0
;1,31800;-0,00821;0,01632;0;0
;1,31850;-0,01206;0,01429;0;0
;1,31900;-0,02231;0,01208;0;0
;1,31950;0,12569;0,00980;0;0
;1,32000;0,00524;0,00765;0;0
;1,32050;0,02062;0,00582;0;0
;1,32100;-0,03576;0,00435;0;0
;1,32150;0,01357;0,00318;0;0
;1,32200;0,01741;0,00225;0;0
;1,32250;0,04304;0,00157;0;0
;1,32300;-0,01526;0,00116;0;0
;1,32350;0,06098;0,00104;0;0
;1,32400;-0,02743;0,00120;0;0
;1,32450;-0,01782;0,00157;0;0
;1,32500;-0,05178;0,00202;0;0
;1,32550;0,00460;0,00242;0;0
;1,32600;0,00524;0,00268;0;0
;1,32650;0,00909;0,00282;0;0
;1,32700;-0,01462;0,00288;0;0
;1,32750;-0,03448;0,00283;0;0
;1,32800;-0,04730;0,00263;0;0
;1,32850;-0,05306;0,00219;0;0
;1,32900;-0,02872;0,00142;0;0
;1,32950;-0,03897;0,00031;0;0
;1,33000;-0,04217;-0,00113;0;0
;1,33050;-0,04409;-0,00288;0;0
;1,33100;0,00012;-0,00490;0;0
;1,33150;-0,03769;-0,00712;0;0
;1,33200;-0,04217;-0,00943;0;0
;1,33250;-0,01718;-0,01181;0;0
;1,33300;-0,00565;-0,01418;0;0
;1,33350;-0,00757;-0,01646;0;0
;1,33400;-0,06844;-0,01858;0;0
;1,33450;0,01165;-0,02052;0;0
;1,33500;-0,01206;-0,02226;0;0
;1,33550;-0,01654;-0,02375;0;0
;1,33600;-0,02872;-0,02495;0;0
;1,33650;-0,08125;-0,02592;0;0
;1,33700;-0,02487;-0,02674;0;0
;1,33750;-0,04986;-0,02749;0;0
;1,33800;-0,03576;-0,02822;0;0
;1,33850;-0,00053;-0,02892;0;0
;1,33900;-0,06716;-0,02957;0;0
;1,33950;-0,03256;-0,03017;0;0
;1,34000;-0,02743;-0,03074;0;0
;1,34050;-0,03704;-0,03130;0;0
;1,34100;0,00588;-0,03180;0;0
;1,34150;0,00012;-0,03218;0;0
;1,34200;-0,00950;-0,03237;0;0
;1,34250;-0,03769;-0,03233;0;0
;1,34300;-0,00437;-0,03207;0;0
;1,34350;-0,03512;-0,03163;0;0
;1,34400;-0,03128;-0,03104;0;0
;1,34450;-0,05434;-0,03038;0;0
;1,34500;-0,08830;-0,02975;0;0
;1,34550;-0,08766;-0,02929;0;0
;1,34600;0,00909;-0,02912;0;0
;1,34650;-0,06267;-0,02923;0;0
;1,34700;-0,03256;-0,02957;0;0
;1,34750;-0,05947;-0,03009;0;0
;1,34800;-0,06972;-0,03079;0;0
;1,34850;0,00780;-0,03168;0;0
;1,34900;0,03151;-0,03264;0;0
;1,34950;-0,04217;-0,03350;0;0
;1,35000;0,01613;-0,03416;0;0
;1,35050;-0,04089;-0,03455;0;0
;1,35100;-0,02231;-0,03468;0;0
;1,35150;-0,02103;-0,03458;0;0
;1,35200;-0,02423;-0,03428;0;0
;1,35250;-0,05498;-0,03382;0;0
;1,35300;0,01293;-0,03326;0;0
;1,35350;-0,03064;-0,03260;0;0
;1,35400;-0,02103;-0,03185;0;0
;1,35450;-0,01654;-0,03102;0;0
;1,35500;-0,00309;-0,03013;0;0
;1,35550;-0,01846;-0,02916;0;0
;1,35600;0,06483;-0,02809;0;0
;1,35650;0,00524;-0,02684;0;0
;1,35700;0,04304;-0,02531;0;0
;1,35750;-0,03576;-0,02349;0;0
;1,35800;-0,05114;-0,02147;0;0
;1,35850;0,00652;-0,01939;0;0
;1,35900;0,08212;-0,01733;0;0
;1,35950;-0,05306;-0,01524;0;0
;1,36000;0,01485;-0,01312;0;0
;1,36050;-0,04025;-0,01105;0;0
;1,36100;0,04753;-0,00910;0;0
;1,36150;-0,03897;-0,00728;0;0
;1,36200;0,02126;-0,00561;0;0
;1,36250;-0,01526;-0,00410;0;0
;1,36300;0,03535;-0,00276;0;0
;1,36350;-0,05114;-0,00157;0;0
;1,36400;0,02254;-0,00054;0;0
;1,36450;0,01037;0,00030;0;0
;1,36500;0,03920;0,00101;0;0
;1,36550;-0,00629;0,00166;0;0
