University of Stuttgart - IFT;time [s];force unfiltered [kN];force filtered [kN];drop no.;displacement [mm]
;0,99300;7,77507;7,61957;0,00000;0,00000
;0,99350;7,91987;7,63953;0,00000;0,00000
;0,99400;8,04608;7,65711;0,00000;0,00000
;0,99450;7,94998;7,67322;0,00000;0,00000
;0,99500;7,71164;7,68855;0,00000;0,00000
;0,99550;7,63988;7,70315;0,00000;0,00000
;0,99600;7,47779;7,71658;0,00000;0,00000
;0,99650;7,45857;7,72809;0,00000;0,00000
;0,99700;7,38617;7,73692;0,00000;0,00000
;0,99750;7,46625;7,74241;0,00000;0,00000
;0,99800;7,45536;7,74422;0,00000;0,00000
;0,99850;7,51367;7,74231;0,00000;0,00000
;0,99900;7,55083;7,73693;0,00000;0,00000
;0,99950;7,79557;7,72862;0,00000;0,00000
;1,00000;7,88463;7,71835;0,00000;0,00000
;1,00050;8,03647;7,70744;0,00000;0,00000
;1,00100;7,93973;7,69727;0,00000;0,00000
;1,00150;7,92115;7,68894;0,00000;0,00000
;1,00200;7,91218;7,68315;0,00000;0,00000
;1,00250;7,91346;7,68023;0,00000;0,00000
;1,00300;7,86669;7,68028;0,00000;0,00000
;1,00350;7,81671;7,68318;0,00000;0,00000
;1,00400;7,61490;7,68851;0,00000;0,00000
;1,00450;7,59055;7,69549;0,00000;0,00000
;1,00500;7,57069;7,70316;0,00000;0,00000
;1,00550;7,78276;7,71071;0,00000;0,00000
;1,00600;7,77123;7,71776;0,00000;0,00000
;1,00650;7,89168;7,72432;0,00000;0,00000
;1,00700;7,84875;7,73059;0,00000;0,00000
;1,00750;7,96984;7,73687;0,00000;0,00000
;1,00800;8,03391;7,74351;0,00000;0,00000
;1,00850;8,05121;7,75097;0,00000;0,00000
;1,00900;7,95895;7,75963;0,00000;0,00000
;1,00950;7,97753;7,76962;0,00000;0,00000
;1,01000;7,87822;7,78085;0,00000;0,00000
;1,01050;7,99931;7,79305;0,00000;0,00000
;1,01100;7,91410;7,80597;0,00000;0,00000
;1,01150;8,00380;7,81936;0,00000;0,00000
;1,01200;7,99291;7,83305;0,00000;0,00000
;1,01250;7,98458;7,84692;0,00000;0,00000
;1,01300;8,02302;7,86084;0,00000;0,00000
;1,01350;8,11912;7,87476;0,00000;0,00000
;1,01400;8,10439;7,88874;0,00000;0,00000
;1,01450;8,19601;7,90293;0,00000;0,00000
;1,01500;8,16333;7,91753;0,00000;0,00000
;1,01550;8,12169;7,93264;0,00000;0,00000
;1,01600;8,15308;7,94824;0,00000;0,00000
;1,01650;8,21266;7,96423;0,00000;0,00000
;1,01700;8,15949;7,98055;0,00000;0,00000
;1,01750;8,17358;7,99712;0,00000;0,00000
;1,01800;8,06146;8,01373;0,00000;0,00000
;1,01850;8,01469;8,03001;0,00000;0,00000
;1,01900;8,03968;8,04549;0,00000;0,00000
;1,01950;8,09670;8,05972;0,00000;0,00000
;1,02000;8,07299;8,07247;0,00000;0,00000
;1,02050;8,08709;8,08365;0,00000;0,00000
;1,02100;8,08645;8,09322;0,00000;0,00000
;1,02150;8,11207;8,10121;0,00000;0,00000
;1,02200;8,12873;8,10773;0,00000;0,00000
;1,02250;8,04544;8,11290;0,00000;0,00000
;1,02300;8,04224;8,11678;0,00000;0,00000
;1,02350;7,96407;8,11932;0,00000;0,00000
;1,02400;7,95895;8,12039;0,00000;0,00000
;1,02450;8,00444;8,11987;0,00000;0,00000
;1,02500;8,10631;8,11779;0,00000;0,00000
;1,02550;8,20498;8,11447;0,00000;0,00000
;1,02600;8,31902;8,11052;0,00000;0,00000
;1,02650;8,33375;8,10675;0,00000;0,00000
;1,02700;8,37476;8,10395;0,00000;0,00000
;1,02750;8,42281;8,10283;0,00000;0,00000
;1,02800;8,49969;8,10399;0,00000;0,00000
;1,02850;8,41000;8,10789;0,00000;0,00000
;1,02900;8,32799;8,11472;0,00000;0,00000
;1,02950;8,29659;8,12430;0,00000;0,00000
;1,03000;8,23957;8,13611;0,00000;0,00000
;1,03050;8,19536;8,14953;0,00000;0,00000
;1,03100;8,19985;8,16381;0,00000;0,00000
;1,03150;8,14027;8,17825;0,00000;0,00000
;1,03200;8,25687;8,19224;0,00000;0,00000
;1,03250;8,29531;8,20540;0,00000;0,00000
;1,03300;8,35618;8,21762;0,00000;0,00000
;1,03350;8,38437;8,22902;0,00000;0,00000
;1,03400;8,47599;8,23984;0,00000;0,00000
;1,03450;8,41256;8,25039;0,00000;0,00000
;1,03500;8,42153;8,26093;0,00000;0,00000
;1,03550;8,32735;8,27153;0,00000;0,00000
;1,03600;8,38309;8,28212;0,00000;0,00000
;1,03650;8,35682;8,29254;0,00000;0,00000
;1,03700;8,18255;8,30257;0,00000;0,00000
;1,03750;8,04608;8,31175;0,00000;0,00000
;1,03800;7,99675;8,31933;0,00000;0,00000
;1,03850;7,88142;8,32446;0,00000;0,00000
;1,03900;7,93076;8,32634;0,00000;0,00000
;1,03950;7,99611;8,32445;0,00000;0,00000
;1,04000;8,03583;8,31867;0,00000;0,00000
;1,04050;8,05185;8,30926;0,00000;0,00000
;1,04100;8,19857;8,29674;0,00000;0,00000
;1,04150;8,21907;8,28190;0,00000;0,00000
;1,04200;8,36835;8,26571;0,00000;0,00000
;1,04250;8,38565;8,24930;0,00000;0,00000
;1,04300;8,43691;8,23377;0,00000;0,00000
;1,04350;8,39078;8,22008;0,00000;0,00000
;1,04400;8,41576;8,20894;0,00000;0,00000
;1,04450;8,39206;8,20075;0,00000;0,00000
;1,04500;8,39911;8,19573;0,00000;0,00000
;1,04550;8,33632;8,19388;0,00000;0,00000
;1,04600;8,35234;8,19500;0,00000;0,00000
;1,04650;8,31710;8,19875;0,00000;0,00000
;1,04700;8,27994;8,20470;0,00000;0,00000
;1,04750;8,30172;8,21235;0,00000;0,00000
;1,04800;8,33440;8,22122;0,00000;0,00000
;1,04850;8,16653;8,23087;0,00000;0,00000
;1,04900;8,14603;8,24073;0,00000;0,00000
;1,04950;8,13450;8,25013;0,00000;0,00000
;1,05000;8,06530;8,25843;0,00000;0,00000
;1,05050;8,03263;8,26505;0,00000;0,00000
;1,05100;8,01789;8,26947;0,00000;0,00000
;1,05150;8,01149;8,27131;0,00000;0,00000
;1,05200;8,05313;8,27036;0,00000;0,00000
;1,05250;8,03071;8,26660;0,00000;0,00000
;1,05300;8,13386;8,26023;0,00000;0,00000
;1,05350;8,19793;8,25165;0,00000;0,00000
;1,05400;8,24662;8,24150;0,00000;0,00000
;1,05450;8,20562;8,23051;0,00000;0,00000
;1,05500;8,25239;8,21933;0,00000;0,00000
;1,05550;8,26008;8,20853;0,00000;0,00000
;1,05600;8,26520;8,19858;0,00000;0,00000
;1,05650;8,12617;8,18981;0,00000;0,00000
;1,05700;7,97304;8,18221;0,00000;0,00000
;1,05750;7,83722;8,17534;0,00000;0,00000
;1,05800;7,82376;8,16844;0,00000;0,00000
;1,05850;7,66487;8,16065;0,00000;0,00000
;1,05900;7,65142;8,15115;0,00000;0,00000
;1,05950;7,69562;8,13923;0,00000;0,00000
;1,06000;7,64373;8,12446;0,00000;0,00000
;1,06050;7,72510;8,10670;0,00000;0,00000
;1,06100;7,76354;8,08612;0,00000;0,00000
;1,06150;7,77443;8,06315;0,00000;0,00000
;1,06200;7,86605;8,03840;0,00000;0,00000
;1,06250;7,90065;8,01266;0,00000;0,00000
;1,06300;7,96407;7,98678;0,00000;0,00000
;1,06350;7,97048;7,96167;0,00000;0,00000
;1,06400;7,82953;7,93807;0,00000;0,00000
;1,06450;7,68922;7,91635;0,00000;0,00000
;1,06500;7,53545;7,89636;0,00000;0,00000
;1,06550;7,51431;7,87754;0,00000;0,00000
;1,06600;7,47522;7,85922;0,00000;0,00000
;1,06650;7,48932;7,84081;0,00000;0,00000
;1,06700;7,33748;7,82184;0,00000;0,00000
;1,06750;7,38232;7,80188;0,00000;0,00000
;1,06800;7,33940;7,78059;0,00000;0,00000
;1,06850;7,34132;7,75777;0,00000;0,00000
;1,06900;7,31185;7,73338;0,00000;0,00000
;1,06950;7,37335;7,70751;0,00000;0,00000
;1,07000;7,29327;7,68036;0,00000;0,00000
;1,07050;7,30288;7,65222;0,00000;0,00000
;1,07100;7,21382;7,62330;0,00000;0,00000
;1,07150;7,19012;7,59377;0,00000;0,00000
;1,07200;7,14142;7,56370;0,00000;0,00000
;1,07250;7,06390;7,53312;0,00000;0,00000
;1,07300;7,01072;7,50196;0,00000;0,00000
;1,07350;7,05685;7,47016;0,00000;0,00000
;1,07400;6,95690;7,43770;0,00000;0,00000
;1,07450;6,90757;7,40462;0,00000;0,00000
;1,07500;6,79096;7,37084;0,00000;0,00000
;1,07550;6,79737;7,33620;0,00000;0,00000
;1,07600;6,74163;7,30058;0,00000;0,00000
;1,07650;6,74355;7,26391;0,00000;0,00000
;1,07700;6,53340;7,22617;0,00000;0,00000
;1,07750;6,57761;7,18723;0,00000;0,00000
;1,07800;6,42320;7,14693;0,00000;0,00000
;1,07850;6,35465;7,10507;0,00000;0,00000
;1,07900;6,26623;7,06141;0,00000;0,00000
;1,07950;6,27777;7,01575;0,00000;0,00000
;1,08000;6,18807;6,96800;0,00000;0,00000
;1,08050;6,28994;6,91826;0,00000;0,00000
;1,08100;6,23740;6,86684;0,00000;0,00000
;1,08150;6,11823;6,81418;0,00000;0,00000
;1,08200;6,12144;6,76067;0,00000;0,00000
;1,08250;6,10350;6,70661;0,00000;0,00000
;1,08300;6,04712;6,65235;0,00000;0,00000
;1,08350;6,06762;6,59824;0,00000;0,00000
;1,08400;5,94461;6,54461;0,00000;0,00000
;1,08450;5,89719;6,49170;0,00000;0,00000
;1,08500;5,67808;6,43951;0,00000;0,00000
;1,08550;5,62362;6,38780;0,00000;0,00000
;1,08600;5,52623;6,33614;0,00000;0,00000
;1,08650;5,50060;6,28409;0,00000;0,00000
;1,08700;5,33210;6,23128;0,00000;0,00000
;1,08750;5,38720;6,17738;0,00000;0,00000
;1,08800;5,33082;6,12219;0,00000;0,00000
;1,08850;5,32762;6,06575;0,00000;0,00000
;1,08900;5,19627;6,00819;0,00000;0,00000
;1,08950;5,20204;5,94969;0,00000;0,00000
;1,09000;5,08608;5,89037;0,00000;0,00000
;1,09050;5,06685;5,83038;0,00000;0,00000
;1,09100;4,97652;5,76983;0,00000;0,00000
;1,09150;5,01688;5,70887;0,00000;0,00000
;1,09200;4,91181;5,64771;0,00000;0,00000
;1,09250;4,91757;5,58661;0,00000;0,00000
;1,09300;4,79584;5,52577;0,00000;0,00000
;1,09350;4,78687;5,46538;0,00000;0,00000
;1,09400;4,69910;5,40554;0,00000;0,00000
;1,09450;4,66001;5,34630;0,00000;0,00000
;1,09500;4,62413;5,28773;0,00000;0,00000
;1,09550;4,56775;5,22985;0,00000;0,00000
;1,09600;4,57800;5,17275;0,00000;0,00000
;1,09650;4,55238;5,11656;0,00000;0,00000
;1,09700;4,39092;5,06139;0,00000;0,00000
;1,09750;4,32045;5,00725;0,00000;0,00000
;1,09800;4,16091;4,95388;0,00000;0,00000
;1,09850;4,00843;4,90083;0,00000;0,00000
;1,09900;3,87004;4,84746;0,00000;0,00000
;1,09950;3,72844;4,79302;0,00000;0,00000
;1,10000;3,62145;4,73670;0,00000;0,00000
;1,10050;3,71499;4,67786;0,00000;0,00000
;1,10100;3,75535;4,61628;0,00000;0,00000
;1,10150;3,86812;4,55226;0,00000;0,00000
;1,10200;3,91809;4,48661;0,00000;0,00000
;1,10250;3,93411;4,42042;0,00000;0,00000
;1,10300;3,90848;4,35485;0,00000;0,00000
;1,10350;3,93026;4,29096;0,00000;0,00000
;1,10400;4,01676;4,22969;0,00000;0,00000
;1,10450;3,95845;4,17195;0,00000;0,00000
;1,10500;3,81494;4,11843;0,00000;0,00000
;1,10550;3,61824;4,06933;0,00000;0,00000
;1,10600;3,54841;4,02431;0,00000;0,00000
;1,10650;3,40938;3,98266;0,00000;0,00000
;1,10700;3,28829;3,94346;0,00000;0,00000
;1,10750;3,15246;3,90567;0,00000;0,00000
;1,10800;3,04803;3,86816;0,00000;0,00000
;1,10850;2,97050;3,82985;0,00000;0,00000
;1,10900;2,92565;3,78981;0,00000;0,00000
;1,10950;2,88209;3,74733;0,00000;0,00000
;1,11000;2,99741;3,70207;0,00000;0,00000
;1,11050;2,97242;3,65408;0,00000;0,00000
;1,11100;3,08262;3,60381;0,00000;0,00000
;1,11150;3,02112;3,55200;0,00000;0,00000
;1,11200;3,12939;3,49949;0,00000;0,00000
;1,11250;3,08070;3,44721;0,00000;0,00000
;1,11300;3,05764;3,39602;0,00000;0,00000
;1,11350;3,01984;3,34662;0,00000;0,00000
;1,11400;3,06533;3,29955;0,00000;0,00000
;1,11450;3,01023;3,25523;0,00000;0,00000
;1,11500;2,96602;3,21395;0,00000;0,00000
;1,11550;2,78790;3,17578;0,00000;0,00000
;1,11600;2,79687;3,14045;0,00000;0,00000
;1,11650;2,67706;3,10749;0,00000;0,00000
;1,11700;2,64567;3,07636;0,00000;0,00000
;1,11750;2,47396;3,04642;0,00000;0,00000
;1,11800;2,43040;3,01695;0,00000;0,00000
;1,11850;2,35351;2,98717;0,00000;0,00000
;1,11900;2,35800;2,95641;0,00000;0,00000
;1,11950;2,22858;2,92417;0,00000;0,00000
;1,12000;2,30546;2,89009;0,00000;0,00000
;1,12050;2,16259;2,85396;0,00000;0,00000
;1,12100;2,35095;2,81579;0,00000;0,00000
;1,12150;2,21769;2,77583;0,00000;0,00000
;1,12200;2,36569;2,73452;0,00000;0,00000
;1,12250;2,39067;2,69251;0,00000;0,00000
;1,12300;2,45218;2,65060;0,00000;0,00000
;1,12350;2,51881;2,60973;0,00000;0,00000
;1,12400;2,58993;2,57087;0,00000;0,00000
;1,12450;2,49959;2,53494;0,00000;0,00000
;1,12500;2,46371;2,50259;0,00000;0,00000
;1,12550;2,31059;2,47409;0,00000;0,00000
;1,12600;2,23242;2,44923;0,00000;0,00000
;1,12650;2,09211;2,42748;0,00000;0,00000
;1,12700;2,06456;2,40800;0,00000;0,00000
;1,12750;1,87107;2,38986;0,00000;0,00000
;1,12800;1,85890;2,37203;0,00000;0,00000
;1,12850;1,78650;2,35352;0,00000;0,00000
;1,12900;1,81597;2,33351;0,00000;0,00000
;1,12950;1,72115;2,31144;0,00000;0,00000
;1,13000;1,81405;2,28697;0,00000;0,00000
;1,13050;1,69168;2,26002;0,00000;0,00000
;1,13100;1,78073;2,23064;0,00000;0,00000
;1,13150;1,70962;2,19907;0,00000;0,00000
;1,13200;1,77625;2,16566;0,00000;0,00000
;1,13250;1,79419;2,13090;0,00000;0,00000
;1,13300;1,81021;2,09538;0,00000;0,00000
;1,13350;1,84096;2,05979;0,00000;0,00000
;1,13400;1,89029;2,02483;0,00000;0,00000
;1,13450;1,87171;1,99119;0,00000;0,00000
;1,13500;1,86082;1,95950;0,00000;0,00000
;1,13550;1,80572;1,93020;0,00000;0,00000
;1,13600;1,75703;1,90349;0,00000;0,00000
;1,13650;1,69232;1,87935;0,00000;0,00000
;1,13700;1,72691;1,85758;0,00000;0,00000
;1,13750;1,59557;1,83792;0,00000;0,00000
;1,13800;1,55713;1,81997;0,00000;0,00000
;1,13850;1,49947;1,80322;0,00000;0,00000
;1,13900;1,44181;1,78711;0,00000;0,00000
;1,13950;1,30213;1,77102;0,00000;0,00000
;1,14000;1,29573;1,75430;0,00000;0,00000
;1,14050;1,23230;1,73632;0,00000;0,00000
;1,14100;1,25152;1,71658;0,00000;0,00000
;1,14150;1,21052;1,69478;0,00000;0,00000
;1,14200;1,27907;1,67085;0,00000;0,00000
;1,14250;1,34186;1,64495;0,00000;0,00000
;1,14300;1,33097;1,61753;0,00000;0,00000
;1,14350;1,40593;1,58917;0,00000;0,00000
;1,14400;1,46743;1,56059;0,00000;0,00000
;1,14450;1,49947;1,53256;0,00000;0,00000
;1,14500;1,46231;1,50588;0,00000;0,00000
;1,14550;1,39696;1,48114;0,00000;0,00000
;1,14600;1,34058;1,45865;0,00000;0,00000
;1,14650;1,29252;1,43843;0,00000;0,00000
;1,14700;1,28035;1,42028;0,00000;0,00000
;1,14750;1,18873;1,40394;0,00000;0,00000
;1,14800;1,13171;1,38899;0,00000;0,00000
;1,14850;1,11761;1,37494;0,00000;0,00000
;1,14900;1,05162;1,36127;0,00000;0,00000
;1,14950;1,05098;1,34753;0,00000;0,00000
;1,15000;0,96000;1,33329;0,00000;0,00000
;1,15050;0,93950;1,31817;0,00000;0,00000
;1,15100;0,98371;1,30185;0,00000;0,00000
;1,15150;1,00485;1,28420;0,00000;0,00000
;1,15200;0,99716;1,26531;0,00000;0,00000
;1,15250;1,03689;1,24541;0,00000;0,00000
;1,15300;0,96000;1,22479;0,00000;0,00000
;1,15350;1,02920;1,20374;0,00000;0,00000
;1,15400;1,04137;1,18258;0,00000;0,00000
;1,15450;1,08494;1,16169;0,00000;0,00000
;1,15500;1,08558;1,14152;0,00000;0,00000
;1,15550;1,14580;1,12251;0,00000;0,00000
;1,15600;1,04586;1,10506;0,00000;0,00000
;1,15650;1,03753;1,08940;0,00000;0,00000
;1,15700;1,06636;1,07557;0,00000;0,00000
;1,15750;1,01895;1,06356;0,00000;0,00000
;1,15800;0,94206;1,05324;0,00000;0,00000
;1,15850;0,98755;1,04437;0,00000;0,00000
;1,15900;0,88568;1,03665;0,00000;0,00000
;1,15950;0,86262;1,02972;0,00000;0,00000
;1,16000;0,75883;1,02313;0,00000;0,00000
;1,16050;0,72807;1,01635;0,00000;0,00000
;1,16100;0,70437;1,00882;0,00000;0,00000
;1,16150;0,71462;1,00010;0,00000;0,00000
;1,16200;0,66721;0,98988;0,00000;0,00000
;1,16250;0,75498;0,97802;0,00000;0,00000
;1,16300;0,74473;0,96458;0,00000;0,00000
;1,16350;0,82610;0,94980;0,00000;0,00000
;1,16400;0,81328;0,93410;0,00000;0,00000
;1,16450;0,89209;0,91798;0,00000;0,00000
;1,16500;0,89978;0,90201;0,00000;0,00000
;1,16550;0,94335;0,88676;0,00000;0,00000
;1,16600;0,83699;0,87272;0,00000;0,00000
;1,16650;0,83955;0,86018;0,00000;0,00000
;1,16700;0,76587;0,84919;0,00000;0,00000
;1,16750;0,80175;0,83963;0,00000;0,00000
;1,16800;0,70949;0,83131;0,00000;0,00000
;1,16850;0,77292;0,82399;0,00000;0,00000
;1,16900;0,69924;0,81744;0,00000;0,00000
;1,16950;0,71334;0,81142;0,00000;0,00000
;1,17000;0,67297;0,80570;0,00000;0,00000
;1,17050;0,58840;0,80001;0,00000;0,00000
;1,17100;0,58712;0,79403;0,00000;0,00000
;1,17150;0,60186;0,78743;0,00000;0,00000
;1,17200;0,54547;0,77999;0,00000;0,00000
;1,17250;0,56405;0,77154;0,00000;0,00000
;1,17300;0,52561;0,76199;0,00000;0,00000
;1,17350;0,53202;0,75130;0,00000;0,00000
;1,17400;0,48525;0,73946;0,00000;0,00000
;1,17450;0,51728;0,72650;0,00000;0,00000
;1,17500;0,56021;0,71255;0,00000;0,00000
;1,17550;0,58392;0,69785;0,00000;0,00000
;1,17600;0,53010;0,68274;0,00000;0,00000
;1,17650;0,53202;0,66753;0,00000;0,00000
;1,17700;0,55316;0,65243;0,00000;0,00000
;1,17750;0,57751;0,63767;0,00000;0,00000
;1,17800;0,54227;0,62350;0,00000;0,00000
;1,17850;0,60634;0,61013;0,00000;0,00000
;1,17900;0,53650;0,59777;0,00000;0,00000
;1,17950;0,49870;0,58651;0,00000;0,00000
;1,18000;0,43784;0,57628;0,00000;0,00000
;1,18050;0,40452;0,56688;0,00000;0,00000
;1,18100;0,39555;0,55798;0,00000;0,00000
;1,18150;0,41093;0,54932;0,00000;0,00000
;1,18200;0,35263;0,54067;0,00000;0,00000
;1,18250;0,36288;0,53185;0,00000;0,00000
;1,18300;0,38658;0,52272;0,00000;0,00000
;1,18350;0,39043;0,51324;0,00000;0,00000
;1,18400;0,41926;0,50347;0,00000;0,00000
;1,18450;0,41413;0,49356;0,00000;0,00000
;1,18500;0,45962;0,48370;0,00000;0,00000
;1,18550;0,45898;0,47412;0,00000;0,00000
;1,18600;0,41990;0,46506;0,00000;0,00000
;1,18650;0,35775;0,45662;0,00000;0,00000
;1,18700;0,40324;0,44880;0,00000;0,00000
;1,18750;0,36736;0,44153;0,00000;0,00000
;1,18800;0,35775;0,43475;0,00000;0,00000
;1,18850;0,31803;0,42835;0,00000;0,00000
;1,18900;0,35134;0,42221;0,00000;0,00000
;1,18950;0,29176;0,41622;0,00000;0,00000
;1,19000;0,31739;0,41025;0,00000;0,00000
;1,19050;0,29432;0,40421;0,00000;0,00000
;1,19100;0,30073;0,39802;0,00000;0,00000
;1,19150;0,31739;0,39166;0,00000;0,00000
;1,19200;0,30137;0,38515;0,00000;0,00000
;1,19250;0,28087;0,37853;0,00000;0,00000
;1,19300;0,31098;0,37182;0,00000;0,00000
;1,19350;0,23858;0,36505;0,00000;0,00000
;1,19400;0,28984;0,35821;0,00000;0,00000
;1,19450;0,25716;0,35131;0,00000;0,00000
;1,19500;0,32379;0,34439;0,00000;0,00000
;1,19550;0,22833;0,33753;0,00000;0,00000
;1,19600;0,25780;0,33077;0,00000;0,00000
;1,19650;0,18284;0,32408;0,00000;0,00000
;1,19700;0,29304;0,31740;0,00000;0,00000
;1,19750;0,18028;0,31072;0,00000;0,00000
;1,19800;0,27062;0,30405;0,00000;0,00000
;1,19850;0,23474;0,29743;0,00000;0,00000
;1,19900;0,32251;0,29097;0,00000;0,00000
;1,19950;0,21295;0,28482;0,00000;0,00000
;1,20000;0,28599;0,27908;0,00000;0,00000
;1,20050;0,20206;0,27378;0,00000;0,00000
;1,20100;0,28599;0,26893;0,00000;0,00000
;1,20150;0,22705;0,26453;0,00000;0,00000
;1,20200;0,27254;0,26059;0,00000;0,00000
;1,20250;0,23730;0,25713;0,00000;0,00000
;1,20300;0,27254;0,25414;0,00000;0,00000
;1,20350;0,20847;0,25161;0,00000;0,00000
;1,20400;0,28663;0,24950;0,00000;0,00000
;1,20450;0,19566;0,24777;0,00000;0,00000
;1,20500;0,28984;0,24636;0,00000;0,00000
;1,20550;0,21488;0,24524;0,00000;0,00000
;1,20600;0,22000;0,24437;0,00000;0,00000
;1,20650;0,11813;0,24362;0,00000;0,00000
;1,20700;0,17643;0,24274;0,00000;0,00000
;1,20750;0,13287;0,24153;0,00000;0,00000
;1,20800;0,12133;0,23980;0,00000;0,00000
;1,20850;0,12069;0,23741;0,00000;0,00000
;1,20900;0,16939;0,23426;0,00000;0,00000
;1,20950;0,12069;0,23038;0,00000;0,00000
;1,21000;0,15017;0,22582;0,00000;0,00000
;1,21050;0,09122;0,22065;0,00000;0,00000
;1,21100;0,12390;0,21491;0,00000;0,00000
;1,21150;0,16811;0,20868;0,00000;0,00000
;1,21200;0,18412;0,20212;0,00000;0,00000
;1,21250;0,13799;0,19547;0,00000;0,00000
;1,21300;0,18733;0,18892;0,00000;0,00000
;1,21350;0,12262;0,18261;0,00000;0,00000
;1,21400;0,15273;0,17664;0,00000;0,00000
;1,21450;0,07456;0,17102;0,00000;0,00000
;1,21500;0,10147;0,16569;0,00000;0,00000
;1,21550;0,06431;0,16055;0,00000;0,00000
;1,21600;0,10916;0,15551;0,00000;0,00000
;1,21650;0,05534;0,15051;0,00000;0,00000
;1,21700;0,09443;0,14551;0,00000;0,00000
;1,21750;0,05791;0,14048;0,00000;0,00000
;1,21800;0,05022;0,13541;0,00000;0,00000
;1,21850;0,02075;0,13025;0,00000;0,00000
;1,21900;0,03036;0,12491;0,00000;0,00000
;1,21950;0,03100;0,11935;0,00000;0,00000
;1,22000;0,04445;0,11356;0,00000;0,00000
;1,22050;0,04509;0,10758;0,00000;0,00000
;1,22100;0,00217;0,10148;0,00000;0,00000
;1,22150;0,05022;0,09529;0,00000;0,00000
;1,22200;-0,02474;0,08906;0,00000;0,00000
;1,22250;0,04253;0,08278;0,00000;0,00000
;1,22300;0,05150;0,07654;0,00000;0,00000
;1,22350;0,04894;0,07043;0,00000;0,00000
;1,22400;0,01626;0,06459;0,00000;0,00000
;1,22450;0,02139;0,05908;0,00000;0,00000
;1,22500;0,05983;0,05393;0,00000;0,00000
;1,22550;0,06175;0,04921;0,00000;0,00000
;1,22600;0,06495;0,04501;0,00000;0,00000
;1,22650;0,08802;0,04144;0,00000;0,00000
;1,22700;0,04701;0,03857;0,00000;0,00000
;1,22750;0,07841;0,03643;0,00000;0,00000
;1,22800;0,01754;0,03499;0,00000;0,00000
;1,22850;-0,02090;0,03413;0,00000;0,00000
;1,22900;-0,04525;0,03362;0,00000;0,00000
;1,22950;0,03420;0,03323;0,00000;0,00000
;1,23000;-0,04653;0,03277;0,00000;0,00000
;1,23050;-0,02859;0,03214;0,00000;0,00000
;1,23100;-0,06319;0,03119;0,00000;0,00000
;1,23150;0,03164;0,02981;0,00000;0,00000
;1,23200;0,00537;0,02805;0,00000;0,00000
;1,23250;0,01498;0,02599;0,00000;0,00000
;1,23300;0,02139;0,02377;0,00000;0,00000
;1,23350;0,03933;0,02151;0,00000;0,00000
;1,23400;-0,04076;0,01930;0,00000;0,00000
;1,23450;0,03676;0,01717;0,00000;0,00000
;1,23500;0,03356;0,01517;0,00000;0,00000
;1,23550;0,04894;0,01337;0,00000;0,00000
;1,23600;0,02331;0,01188;0,00000;0,00000
;1,23650;0,07969;0,01077;0,00000;0,00000
;1,23700;0,04253;0,01012;0,00000;0,00000
;1,23750;0,07905;0,00999;0,00000;0,00000
;1,23800;0,00281;0,01040;0,00000;0,00000
;1,23850;0,01690;0,01128;0,00000;0,00000
;1,23900;0,01562;0,01250;0,00000;0,00000
;1,23950;0,11877;0,01395;0,00000;0,00000
;1,24000;0,01562;0,01566;0,00000;0,00000
;1,24050;0,09443;0,01765;0,00000;0,00000
;1,24100;0,04573;0,01991;0,00000;0,00000
;1,24150;0,07200;0,02241;0,00000;0,00000
;1,24200;0,02075;0,02512;0,00000;0,00000
;1,24250;0,05214;0,02794;0,00000;0,00000
;1,24300;0,06944;0,03077;0,00000;0,00000
;1,24350;0,02843;0,03358;0,00000;0,00000
;1,24400;-0,00937;0,03628;0,00000;0,00000
;1,24450;0,05598;0,03875;0,00000;0,00000
;1,24500;0,00857;0,04090;0,00000;0,00000
;1,24550;0,07456;0,04268;0,00000;0,00000
;1,24600;0,05598;0,04415;0,00000;0,00000
;1,24650;0,11365;0,04539;0,00000;0,00000
;1,24700;0,05791;0,04652;0,00000;0,00000
;1,24750;0,09955;0,04767;0,00000;0,00000
;1,24800;0,09314;0,04889;0,00000;0,00000
;1,24850;0,07136;0,05025;0,00000;0,00000
;1,24900;-0,02154;0,05173;0,00000;0,00000
;1,24950;0,04637;0,05318;0,00000;0,00000
;1,25000;0,01370;0,05445;0,00000;0,00000
;1,25050;0,07905;0,05544;0,00000;0,00000
;1,25100;0,00281;0,05615;0,00000;0,00000
;1,25150;0,00665;0,05654;0,00000;0,00000
;1,25200;-0,04973;0,05652;0,00000;0,00000
;1,25250;-0,00296;0,05596;0,00000;0,00000
;1,25300;-0,01193;0,05477;0,00000;0,00000
;1,25350;-0,00488;0,05295;0,00000;0,00000
;1,25400;-0,03243;0,05053;0,00000;0,00000
;1,25450;-0,02410;0,04754;0,00000;0,00000
;1,25500;-0,04717;0,04401;0,00000;0,00000
;1,25550;0,03100;0,03998;0,00000;0,00000
;1,25600;0,03676;0,03561;0,00000;0,00000
;1,25650;0,07200;0,03115;0,00000;0,00000
;1,25700;-0,02410;0,02683;0,00000;0,00000
;1,25750;0,03676;0,02279;0,00000;0,00000
;1,25800;0,03804;0,01911;0,00000;0,00000
;1,25850;0,01946;0,01587;0,00000;0,00000
;1,25900;-0,05550;0,01310;0,00000;0,00000
;1,25950;0,03356;0,01071;0,00000;0,00000
;1,26000;-0,01577;0,00865;0,00000;0,00000
